,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,release_date,artists,sample_30s,name
0,0.279,0.211,10.0,-20.096,1,0.0366,0.982,0.878,0.665,0.0594,80.954,audio_features,4BJqT0PrAfrxzMOxytFOIz,spotify:track:4BJqT0PrAfrxzMOxytFOIz,https://api.spotify.com/v1/tracks/4BJqT0PrAfrxzMOxytFOIz,https://api.spotify.com/v1/audio-analysis/4BJqT0PrAfrxzMOxytFOIz,831667,4,,,,https://p.scdn.co/mp3-preview/8135db88d35b425950e52a58a95b2dd1437accc3?cid=f0967aa1c7064a36856282c85b3644a4,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve"
1,0.819,0.341,7.0,-12.441,1,0.415,0.732,0.0,0.16,0.963,60.936,audio_features,7xPhfUan2yNtyFG0cUWkt8,spotify:track:7xPhfUan2yNtyFG0cUWkt8,https://api.spotify.com/v1/tracks/7xPhfUan2yNtyFG0cUWkt8,https://api.spotify.com/v1/audio-analysis/7xPhfUan2yNtyFG0cUWkt8,180533,4,,,,https://p.scdn.co/mp3-preview/1c2685aeb6a86b8c6ede5ffdaec2b86dbc3e27af?cid=f0967aa1c7064a36856282c85b3644a4,Clancy Lowered the Boom
2,0.328,0.166,3.0,-14.85,1,0.0339,0.961,0.913,0.101,0.0394,110.339,audio_features,1o6I8BglA6ylDMrIELygv1,spotify:track:1o6I8BglA6ylDMrIELygv1,https://api.spotify.com/v1/tracks/1o6I8BglA6ylDMrIELygv1,https://api.spotify.com/v1/audio-analysis/1o6I8BglA6ylDMrIELygv1,500062,4,,,,https://p.scdn.co/mp3-preview/8ed8bf674327ac7486712d2c4df52296e159d9ab?cid=f0967aa1c7064a36856282c85b3644a4,Gati Bali
3,0.275,0.309,5.0,-9.316,1,0.0354,0.967,2.77e-05,0.381,0.165,100.109,audio_features,3ftBPsC5vPBKxYSee08FDH,spotify:track:3ftBPsC5vPBKxYSee08FDH,https://api.spotify.com/v1/tracks/3ftBPsC5vPBKxYSee08FDH,https://api.spotify.com/v1/audio-analysis/3ftBPsC5vPBKxYSee08FDH,210000,3,,,,https://p.scdn.co/mp3-preview/c5617130dea97ff1436a80dd60ea3e81f6d05876?cid=f0967aa1c7064a36856282c85b3644a4,Danny Boy
4,0.418,0.193,3.0,-10.096,1,0.038,0.957,1.68e-06,0.229,0.253,101.665,audio_features,4d6HGyGT8e121BsdKmw9v6,spotify:track:4d6HGyGT8e121BsdKmw9v6,https://api.spotify.com/v1/tracks/4d6HGyGT8e121BsdKmw9v6,https://api.spotify.com/v1/audio-analysis/4d6HGyGT8e121BsdKmw9v6,166693,4,,,,https://p.scdn.co/mp3-preview/442df757c58526204e61a626ee12089fe2969166?cid=f0967aa1c7064a36856282c85b3644a4,When Irish Eyes Are Smiling
5,0.697,0.346,2.0,-12.506,1,0.07,0.579,0.168,0.13,0.196,119.824,audio_features,4pyw9DVHGStUre4J6hPngr,spotify:track:4pyw9DVHGStUre4J6hPngr,https://api.spotify.com/v1/tracks/4pyw9DVHGStUre4J6hPngr,https://api.spotify.com/v1/audio-analysis/4pyw9DVHGStUre4J6hPngr,395076,4,,,,https://p.scdn.co/mp3-preview/487e123f0678e7ae5897bd15f7c51844efd21066?cid=f0967aa1c7064a36856282c85b3644a4,Gati Mardika
6,0.518,0.203,0.0,-10.589,1,0.0615,0.996,0.0,0.115,0.406,66.221,audio_features,5uNZnElqOS3W4fRmRYPk4T,spotify:track:5uNZnElqOS3W4fRmRYPk4T,https://api.spotify.com/v1/tracks/5uNZnElqOS3W4fRmRYPk4T,https://api.spotify.com/v1/audio-analysis/5uNZnElqOS3W4fRmRYPk4T,159507,4,,,,https://p.scdn.co/mp3-preview/a9fcc886a2bfcb7c07f6e024fc05148ca0c67fe3?cid=f0967aa1c7064a36856282c85b3644a4,The Wearing of the Green
7,0.389,0.088,1.0,-21.091,0,0.0456,0.993,0.527,0.363,0.0731,92.867,audio_features,02GDntOXexBFUvSgaXLPkd,spotify:track:02GDntOXexBFUvSgaXLPkd,https://api.spotify.com/v1/tracks/02GDntOXexBFUvSgaXLPkd,https://api.spotify.com/v1/audio-analysis/02GDntOXexBFUvSgaXLPkd,218773,4,,,,https://p.scdn.co/mp3-preview/4a52edfeadec00ec8ee59f3581a89add7f19ecb6?cid=f0967aa1c7064a36856282c85b3644a4,"Morceaux de fantaisie, Op. 3: No. 2, Prélude in C-Sharp Minor. Lento"
8,0.485,0.13,5.0,-21.508,0,0.0483,0.996,0.151,0.104,0.721,64.678,audio_features,05xDjWH9ub67nJJk82yfGf,spotify:track:05xDjWH9ub67nJJk82yfGf,https://api.spotify.com/v1/tracks/05xDjWH9ub67nJJk82yfGf,https://api.spotify.com/v1/audio-analysis/05xDjWH9ub67nJJk82yfGf,161520,3,,,,https://p.scdn.co/mp3-preview/3f0fa9b6f6a37086c553ec94f213661cf59b697f?cid=f0967aa1c7064a36856282c85b3644a4,La Mañanita - Remasterizado
9,0.684,0.257,8.0,-16.415,1,0.399,0.982,0.0,0.504,0.771,109.378,audio_features,08zfJvRLp7pjAb94MA9JmF,spotify:track:08zfJvRLp7pjAb94MA9JmF,https://api.spotify.com/v1/tracks/08zfJvRLp7pjAb94MA9JmF,https://api.spotify.com/v1/audio-analysis/08zfJvRLp7pjAb94MA9JmF,196560,4,,,,https://p.scdn.co/mp3-preview/f4f1708091620d6bfb938946b75ee398c40e1717?cid=f0967aa1c7064a36856282c85b3644a4,Il Etait Syndiqué
10,0.463,0.26,9.0,-16.894,1,0.0557,0.995,0.0,0.258,0.826,85.146,audio_features,0BMkRpQtDoKjcgzCpnqLNa,spotify:track:0BMkRpQtDoKjcgzCpnqLNa,https://api.spotify.com/v1/tracks/0BMkRpQtDoKjcgzCpnqLNa,https://api.spotify.com/v1/audio-analysis/0BMkRpQtDoKjcgzCpnqLNa,147133,4,,,,https://p.scdn.co/mp3-preview/ec5a0bba0394796a368b3569d034cd6eec104d0d?cid=f0967aa1c7064a36856282c85b3644a4,Dans La Vie Faut Pas S'en Faire
11,0.378,0.115,10.0,-27.039,0,0.0414,0.994,0.906,0.11,0.578,70.37,audio_features,0F30WM8qRpO8kdolepZqdM,spotify:track:0F30WM8qRpO8kdolepZqdM,https://api.spotify.com/v1/tracks/0F30WM8qRpO8kdolepZqdM,https://api.spotify.com/v1/audio-analysis/0F30WM8qRpO8kdolepZqdM,155413,4,,,,https://p.scdn.co/mp3-preview/9abaea31eb45ee571fefdb1b30da089d7b85a2c5?cid=f0967aa1c7064a36856282c85b3644a4,Por Que Me Dejaste - Remasterizado
12,0.315,0.363,5.0,-12.562,0,0.0546,0.99,0.0,0.292,0.493,174.532,audio_features,0H3k2CvJvHULnWChlbeFgx,spotify:track:0H3k2CvJvHULnWChlbeFgx,https://api.spotify.com/v1/tracks/0H3k2CvJvHULnWChlbeFgx,https://api.spotify.com/v1/audio-analysis/0H3k2CvJvHULnWChlbeFgx,190800,4,,,,https://p.scdn.co/mp3-preview/60dacbc5ddfdc8a21da4d0f18aad7d25589e7e28?cid=f0967aa1c7064a36856282c85b3644a4,La Vipère
13,0.415,0.42,8.0,-10.766,0,0.114,0.912,0.89,0.108,0.212,70.758,audio_features,0LcXzABeA84EgudqpNUN1I,spotify:track:0LcXzABeA84EgudqpNUN1I,https://api.spotify.com/v1/tracks/0LcXzABeA84EgudqpNUN1I,https://api.spotify.com/v1/audio-analysis/0LcXzABeA84EgudqpNUN1I,184973,3,,,,https://p.scdn.co/mp3-preview/577678fa1330fdfbb0913b578865a09e16220a3c?cid=f0967aa1c7064a36856282c85b3644a4,Ud Taksimi
14,0.527,0.691,7.0,-7.298,1,0.0326,0.0175,0.384,0.358,0.493,159.935,audio_features,0MJZ4hh60zwsYleWWxT5yW,spotify:track:0MJZ4hh60zwsYleWWxT5yW,https://api.spotify.com/v1/tracks/0MJZ4hh60zwsYleWWxT5yW,https://api.spotify.com/v1/audio-analysis/0MJZ4hh60zwsYleWWxT5yW,205072,4,,,,https://p.scdn.co/mp3-preview/1d673beb24b8107c08313df155ae4fc3101f7506?cid=f0967aa1c7064a36856282c85b3644a4,Power Is Power
15,0.384,0.171,7.0,-20.476,0,0.0319,0.989,0.82,0.116,0.282,107.698,audio_features,0NFeJgmTAV1kDfzSQNK41Z,spotify:track:0NFeJgmTAV1kDfzSQNK41Z,https://api.spotify.com/v1/tracks/0NFeJgmTAV1kDfzSQNK41Z,https://api.spotify.com/v1/audio-analysis/0NFeJgmTAV1kDfzSQNK41Z,221013,4,,,,https://p.scdn.co/mp3-preview/10e2f03b7d0d62a2a130683e1ff1b71fe19c80d8?cid=f0967aa1c7064a36856282c85b3644a4,"10 Préludes, Op. 23: No. 5 in G Minor. Alla marcia"
16,0.259,0.212,2.0,-13.3,1,0.0358,0.957,0.000222,0.236,0.218,85.726,audio_features,0Nk5f07H3JaEunGrYfbqHM,spotify:track:0Nk5f07H3JaEunGrYfbqHM,https://api.spotify.com/v1/tracks/0Nk5f07H3JaEunGrYfbqHM,https://api.spotify.com/v1/audio-analysis/0Nk5f07H3JaEunGrYfbqHM,186467,3,,,,https://p.scdn.co/mp3-preview/53ceec3d10b5794984584f3cab0959cc330b5497?cid=f0967aa1c7064a36856282c85b3644a4,Come Back To Erin
17,0.541,0.283,9.0,-14.808,1,0.0477,0.996,0.898,0.393,0.664,108.986,audio_features,0POO8XaUgW5Qjbv9sbDy8W,spotify:track:0POO8XaUgW5Qjbv9sbDy8W,https://api.spotify.com/v1/tracks/0POO8XaUgW5Qjbv9sbDy8W,https://api.spotify.com/v1/audio-analysis/0POO8XaUgW5Qjbv9sbDy8W,250747,4,,,,https://p.scdn.co/mp3-preview/4e98b49edec89fa07d135c78e094eab6e250189c?cid=f0967aa1c7064a36856282c85b3644a4,Rákóczy March
18,0.604,0.418,4.0,-11.566,0,0.0417,0.148,0.0382,0.102,0.0778,80.073,audio_features,0QQmUf4aPFaN9U2yRko595,spotify:track:0QQmUf4aPFaN9U2yRko595,https://api.spotify.com/v1/tracks/0QQmUf4aPFaN9U2yRko595,https://api.spotify.com/v1/audio-analysis/0QQmUf4aPFaN9U2yRko595,204957,4,,,,https://p.scdn.co/mp3-preview/4604f325887fac43c4bd3c754f0eb382b0755e8a?cid=f0967aa1c7064a36856282c85b3644a4,When We Die
19,0.54,0.0848,5.0,-16.055,0,0.075,0.971,0.00196,0.0887,0.527,100.296,audio_features,0QU5xT6Mik4vpyt1ItsRXK,spotify:track:0QU5xT6Mik4vpyt1ItsRXK,https://api.spotify.com/v1/tracks/0QU5xT6Mik4vpyt1ItsRXK,https://api.spotify.com/v1/audio-analysis/0QU5xT6Mik4vpyt1ItsRXK,122000,4,,,,https://p.scdn.co/mp3-preview/b49f41ff8113f9d5d39891d6093f253b493165ea?cid=f0967aa1c7064a36856282c85b3644a4,A Ballynure Ballad
20,0.67,0.113,10.0,-16.57,0,0.196,0.994,0.0,0.213,0.672,87.162,audio_features,0QvUUTHYUQQhSXLwffzjL7,spotify:track:0QvUUTHYUQQhSXLwffzjL7,https://api.spotify.com/v1/tracks/0QvUUTHYUQQhSXLwffzjL7,https://api.spotify.com/v1/audio-analysis/0QvUUTHYUQQhSXLwffzjL7,191333,4,,,,https://p.scdn.co/mp3-preview/9ecf4960589391c5a6f11fda595cadaf40db7d2c?cid=f0967aa1c7064a36856282c85b3644a4,Je Suis Toujours La
21,0.4,0.155,4.0,-13.976,1,0.0873,0.994,4.33e-05,0.103,0.24,170.251,audio_features,0RPKAq5yhbom6hXQz5qo6L,spotify:track:0RPKAq5yhbom6hXQz5qo6L,https://api.spotify.com/v1/tracks/0RPKAq5yhbom6hXQz5qo6L,https://api.spotify.com/v1/audio-analysis/0RPKAq5yhbom6hXQz5qo6L,187333,5,,,,https://p.scdn.co/mp3-preview/d61375b71cd7c3f6a1b7ac573bb1a99a98b7ce24?cid=f0967aa1c7064a36856282c85b3644a4,Mother Machree
22,0.648,0.0995,11.0,-22.429,1,0.105,0.995,0.846,0.112,0.422,71.978,audio_features,0SK1upzAP6NvIgF0uGh6z2,spotify:track:0SK1upzAP6NvIgF0uGh6z2,https://api.spotify.com/v1/tracks/0SK1upzAP6NvIgF0uGh6z2,https://api.spotify.com/v1/audio-analysis/0SK1upzAP6NvIgF0uGh6z2,154240,4,,,,https://p.scdn.co/mp3-preview/a321d504c6a5795c16f64980f9fa96fc22aca121?cid=f0967aa1c7064a36856282c85b3644a4,Flor Marchita - Remasterizado
23,0.223,0.245,7.0,-14.387,1,0.0387,0.995,0.876,0.354,0.381,142.136,audio_features,0UqiUmGDlhL0A0pmLxafn4,spotify:track:0UqiUmGDlhL0A0pmLxafn4,https://api.spotify.com/v1/tracks/0UqiUmGDlhL0A0pmLxafn4,https://api.spotify.com/v1/audio-analysis/0UqiUmGDlhL0A0pmLxafn4,158908,1,,,,https://p.scdn.co/mp3-preview/06cfa63bf9c6d88cb7af308b3e03f3acbaccd272?cid=f0967aa1c7064a36856282c85b3644a4,İmtidadı Aşkıma
24,0.269,0.143,4.0,-9.003,1,0.0413,0.97,0.469,0.166,0.41,141.386,audio_features,0VhIFYGSpY0Z8IAIA3C6bX,spotify:track:0VhIFYGSpY0Z8IAIA3C6bX,https://api.spotify.com/v1/tracks/0VhIFYGSpY0Z8IAIA3C6bX,https://api.spotify.com/v1/audio-analysis/0VhIFYGSpY0Z8IAIA3C6bX,86988,5,,,,https://p.scdn.co/mp3-preview/306528085c297bc32b437e69ee662d77548c1d04?cid=f0967aa1c7064a36856282c85b3644a4,Ney Taksimi
25,0.389,0.088,1.0,-21.091,0,0.0456,0.993,0.527,0.363,0.0731,92.867,audio_features,0eQsdik7GTEy7M3UytCbSN,spotify:track:0eQsdik7GTEy7M3UytCbSN,https://api.spotify.com/v1/tracks/0eQsdik7GTEy7M3UytCbSN,https://api.spotify.com/v1/audio-analysis/0eQsdik7GTEy7M3UytCbSN,218773,4,,,,https://p.scdn.co/mp3-preview/4a52edfeadec00ec8ee59f3581a89add7f19ecb6?cid=f0967aa1c7064a36856282c85b3644a4,"Morceaux de fantaisie, Op. 3: No. 2, Prélude in C-Sharp Minor. Lento"
26,0.5,0.274,2.0,-14.001,1,0.041,0.996,0.0,0.302,0.678,79.218,audio_features,0i7MdVu0tNEyUdgpCBilKe,spotify:track:0i7MdVu0tNEyUdgpCBilKe,https://api.spotify.com/v1/tracks/0i7MdVu0tNEyUdgpCBilKe,https://api.spotify.com/v1/audio-analysis/0i7MdVu0tNEyUdgpCBilKe,181733,4,,,,https://p.scdn.co/mp3-preview/54693780c1050e0927b5a541e5daad848d7b1dab?cid=f0967aa1c7064a36856282c85b3644a4,Je M'donne
27,0.685,0.698,4.0,-8.184,0,0.0421,0.388,1.97e-06,0.0768,0.723,133.951,audio_features,0osXBirvQzPRfKSUDzHPCv,spotify:track:0osXBirvQzPRfKSUDzHPCv,https://api.spotify.com/v1/tracks/0osXBirvQzPRfKSUDzHPCv,https://api.spotify.com/v1/audio-analysis/0osXBirvQzPRfKSUDzHPCv,155063,4,,,,https://p.scdn.co/mp3-preview/bfac2c835f9471b2583831ce270a673e592827b8?cid=f0967aa1c7064a36856282c85b3644a4,Korkma Sönmez
28,0.665,0.231,2.0,-14.116,1,0.155,0.99,0.0,0.287,0.792,129.671,audio_features,0qt9g8zf2ZiQhy3FIx89xA,spotify:track:0qt9g8zf2ZiQhy3FIx89xA,https://api.spotify.com/v1/tracks/0qt9g8zf2ZiQhy3FIx89xA,https://api.spotify.com/v1/audio-analysis/0qt9g8zf2ZiQhy3FIx89xA,203800,4,,,,https://p.scdn.co/mp3-preview/4e8b7ab8ca8ef89314b2a3da7dd332278e9e86bc?cid=f0967aa1c7064a36856282c85b3644a4,La Victoire De La Madelon
29,0.286,0.177,7.0,-25.772,1,0.0431,0.992,0.932,0.11,0.425,167.352,audio_features,0sIGoVO1yuIfpikLaKqqVY,spotify:track:0sIGoVO1yuIfpikLaKqqVY,https://api.spotify.com/v1/tracks/0sIGoVO1yuIfpikLaKqqVY,https://api.spotify.com/v1/audio-analysis/0sIGoVO1yuIfpikLaKqqVY,130200,3,,,,https://p.scdn.co/mp3-preview/860072a64a607489fb307cc6c24bee9b19f47895?cid=f0967aa1c7064a36856282c85b3644a4,Por Ella - Remasterizado
30,0.332,0.179,0.0,-20.937,1,0.0443,0.992,4.41e-06,0.432,0.403,75.704,audio_features,0y3F8OUDFuB5bpWpXnQi7n,spotify:track:0y3F8OUDFuB5bpWpXnQi7n,https://api.spotify.com/v1/tracks/0y3F8OUDFuB5bpWpXnQi7n,https://api.spotify.com/v1/audio-analysis/0y3F8OUDFuB5bpWpXnQi7n,166987,4,,,,https://p.scdn.co/mp3-preview/c0400286010ef41c4938a1c9707cd4d9e31d6276?cid=f0967aa1c7064a36856282c85b3644a4,A Mi Palomita - Remasterizado
31,0.484,0.215,4.0,-22.223,0,0.106,0.991,0.000546,0.137,0.614,76.277,audio_features,0yKcdafy64xX9n1ant34Ry,spotify:track:0yKcdafy64xX9n1ant34Ry,https://api.spotify.com/v1/tracks/0yKcdafy64xX9n1ant34Ry,https://api.spotify.com/v1/audio-analysis/0yKcdafy64xX9n1ant34Ry,159013,3,,,,https://p.scdn.co/mp3-preview/4fe16530af72f761d254fb42781997fe608fd96a?cid=f0967aa1c7064a36856282c85b3644a4,Amurado Me Dejaste - Remasterizado
32,0.233,0.00817,8.0,-37.311,1,0.0305,0.505,0.000203,0.109,0.185,108.143,audio_features,0yxeAe7MlS0UWZVdNZVZWw,spotify:track:0yxeAe7MlS0UWZVdNZVZWw,https://api.spotify.com/v1/tracks/0yxeAe7MlS0UWZVdNZVZWw,https://api.spotify.com/v1/audio-analysis/0yxeAe7MlS0UWZVdNZVZWw,686664,3,,,,https://p.scdn.co/mp3-preview/d3ce4dd3e4a270d0f23ca06dcea9e0ab0b61b8a0?cid=f0967aa1c7064a36856282c85b3644a4,Raja Manggala
33,0.453,0.559,9.0,-8.072,1,0.0329,0.766,0.0104,0.213,0.47,156.077,audio_features,107JTiqeqxj5P0ocypagMK,spotify:track:107JTiqeqxj5P0ocypagMK,https://api.spotify.com/v1/tracks/107JTiqeqxj5P0ocypagMK,https://api.spotify.com/v1/audio-analysis/107JTiqeqxj5P0ocypagMK,337607,4,,,,https://p.scdn.co/mp3-preview/29ad6cc2cf582e8eeb57786a5cee7baf461bb152?cid=f0967aa1c7064a36856282c85b3644a4,Eşin Var âşiyâ Var
34,0.65,0.443,6.0,-9.478,0,0.0334,0.384,0.0,0.375,0.161,130.009,audio_features,17gxBcWBIkEFUZA0vN5khu,spotify:track:17gxBcWBIkEFUZA0vN5khu,https://api.spotify.com/v1/tracks/17gxBcWBIkEFUZA0vN5khu,https://api.spotify.com/v1/audio-analysis/17gxBcWBIkEFUZA0vN5khu,187977,4,,,,https://p.scdn.co/mp3-preview/89a3781274fb4af14bc7d150e639b07fd0facdf2?cid=f0967aa1c7064a36856282c85b3644a4,Bir Zamanlar Bizde Millet
35,0.465,0.284,9.0,-17.776,1,0.0591,0.991,0.0225,0.146,0.791,98.336,audio_features,18BvzCRC1jeAsj1U70YuRy,spotify:track:18BvzCRC1jeAsj1U70YuRy,https://api.spotify.com/v1/tracks/18BvzCRC1jeAsj1U70YuRy,https://api.spotify.com/v1/audio-analysis/18BvzCRC1jeAsj1U70YuRy,151187,4,,,,https://p.scdn.co/mp3-preview/8c2d9773a916ed4e10cc0f55654e37cf21332153?cid=f0967aa1c7064a36856282c85b3644a4,Overture
36,0.37,0.196,4.0,-15.531,1,0.0449,0.975,0.945,0.143,0.0608,116.65,audio_features,1OicZEUVSwpiAosSQm16D8,spotify:track:1OicZEUVSwpiAosSQm16D8,https://api.spotify.com/v1/tracks/1OicZEUVSwpiAosSQm16D8,https://api.spotify.com/v1/audio-analysis/1OicZEUVSwpiAosSQm16D8,401058,4,,,,https://p.scdn.co/mp3-preview/16c3d291f541c355ca064bd1c3e03cb305e1233a?cid=f0967aa1c7064a36856282c85b3644a4,Gati Main-main
37,0.248,0.0876,5.0,-25.786,1,0.0566,0.994,0.907,0.165,0.077,82.025,audio_features,1Pb4ebTZ4t8erRbLPPb8Pk,spotify:track:1Pb4ebTZ4t8erRbLPPb8Pk,https://api.spotify.com/v1/tracks/1Pb4ebTZ4t8erRbLPPb8Pk,https://api.spotify.com/v1/audio-analysis/1Pb4ebTZ4t8erRbLPPb8Pk,117467,4,,,,https://p.scdn.co/mp3-preview/1e6dfad36884199329b4c31ffa4371eef33c724e?cid=f0967aa1c7064a36856282c85b3644a4,"6 Songs, Op. 38: No. 3, Daisies (Version for Piano)"
38,0.522,0.29,0.0,-12.194,0,0.0522,0.992,0.0,0.381,0.651,92.707,audio_features,1RgXfAX9PrSfTKTFvOQxPR,spotify:track:1RgXfAX9PrSfTKTFvOQxPR,https://api.spotify.com/v1/tracks/1RgXfAX9PrSfTKTFvOQxPR,https://api.spotify.com/v1/audio-analysis/1RgXfAX9PrSfTKTFvOQxPR,170627,4,,,,https://p.scdn.co/mp3-preview/919449da0fbe1665636cfc82548908a124b0f0f8?cid=f0967aa1c7064a36856282c85b3644a4,Je N'peux Pas Vivre Sans Amour
39,0.279,0.211,10.0,-20.096,1,0.0366,0.982,0.878,0.665,0.0594,80.954,audio_features,1SCWBjhk5WmXPxhDduD3HM,spotify:track:1SCWBjhk5WmXPxhDduD3HM,https://api.spotify.com/v1/tracks/1SCWBjhk5WmXPxhDduD3HM,https://api.spotify.com/v1/audio-analysis/1SCWBjhk5WmXPxhDduD3HM,831667,4,,,,https://p.scdn.co/mp3-preview/8135db88d35b425950e52a58a95b2dd1437accc3?cid=f0967aa1c7064a36856282c85b3644a4,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve"
40,0.577,0.422,1.0,-11.108,1,0.0575,0.185,0.0349,0.178,0.544,79.997,audio_features,1T2NGVgAoXjQPEjxTGFRZV,spotify:track:1T2NGVgAoXjQPEjxTGFRZV,https://api.spotify.com/v1/tracks/1T2NGVgAoXjQPEjxTGFRZV,https://api.spotify.com/v1/audio-analysis/1T2NGVgAoXjQPEjxTGFRZV,404062,4,,,,https://p.scdn.co/mp3-preview/9859883896d45a657929b4c004295ebe9b9773a5?cid=f0967aa1c7064a36856282c85b3644a4,Love for Guns
41,0.344,0.131,10.0,-14.261,0,0.0616,0.969,0.0,0.145,0.257,178.212,audio_features,1W2ONoo3OZW5opytgqpYdE,spotify:track:1W2ONoo3OZW5opytgqpYdE,https://api.spotify.com/v1/tracks/1W2ONoo3OZW5opytgqpYdE,https://api.spotify.com/v1/audio-analysis/1W2ONoo3OZW5opytgqpYdE,120067,3,,,,https://p.scdn.co/mp3-preview/e847599f4a7d0aa92ae21674cfdaa270dac9a52f?cid=f0967aa1c7064a36856282c85b3644a4,Just A Little Bit Of Heaven
42,0.689,0.537,1.0,-9.843,0,0.0282,0.258,4.4e-06,0.0468,0.525,107.84,audio_features,1WOXWCjKZzJJRSMJcrLrK1,spotify:track:1WOXWCjKZzJJRSMJcrLrK1,https://api.spotify.com/v1/tracks/1WOXWCjKZzJJRSMJcrLrK1,https://api.spotify.com/v1/audio-analysis/1WOXWCjKZzJJRSMJcrLrK1,145371,4,,,,https://p.scdn.co/mp3-preview/b3d747bab5da0e870765c0e150aeb22e2af84f3d?cid=f0967aa1c7064a36856282c85b3644a4,Ey Bülbül-i Ter Zebân-i İrf
43,0.474,0.398,11.0,-9.565,1,0.0309,0.765,0.00368,0.202,0.449,75.931,audio_features,1Wy1BuvVlkZWsfSge0dp9Q,spotify:track:1Wy1BuvVlkZWsfSge0dp9Q,https://api.spotify.com/v1/tracks/1Wy1BuvVlkZWsfSge0dp9Q,https://api.spotify.com/v1/audio-analysis/1Wy1BuvVlkZWsfSge0dp9Q,256731,4,,,,https://p.scdn.co/mp3-preview/538abf665e1fe11223b06b15f696ec01b7cb438a?cid=f0967aa1c7064a36856282c85b3644a4,Doksan Senelik Ömre İlâhi
44,0.278,0.251,5.0,-11.139,1,0.0371,0.965,2.32e-06,0.111,0.205,69.901,audio_features,1Ybjz5mMnE0hJbkB8n7V80,spotify:track:1Ybjz5mMnE0hJbkB8n7V80,https://api.spotify.com/v1/tracks/1Ybjz5mMnE0hJbkB8n7V80,https://api.spotify.com/v1/audio-analysis/1Ybjz5mMnE0hJbkB8n7V80,177067,4,,,,https://p.scdn.co/mp3-preview/6e4706c7f72cf4be245f48341f9c3fbb0af50b14?cid=f0967aa1c7064a36856282c85b3644a4,Galway Bay
45,0.371,0.0742,3.0,-20.093,1,0.0362,0.991,0.0167,0.385,0.536,138.376,audio_features,1oOI1MEkrpbnMCRSK5vGZ1,spotify:track:1oOI1MEkrpbnMCRSK5vGZ1,https://api.spotify.com/v1/tracks/1oOI1MEkrpbnMCRSK5vGZ1,https://api.spotify.com/v1/audio-analysis/1oOI1MEkrpbnMCRSK5vGZ1,248507,4,,,,https://p.scdn.co/mp3-preview/62827c7adbee3e38af859387981e77a67c94ebf4?cid=f0967aa1c7064a36856282c85b3644a4,"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto"
46,0.516,0.576,6.0,-7.197,0,0.0303,0.709,0.226,0.11,0.752,123.853,audio_features,1qmXkw1WhSvvIL5IqBnW82,spotify:track:1qmXkw1WhSvvIL5IqBnW82,https://api.spotify.com/v1/tracks/1qmXkw1WhSvvIL5IqBnW82,https://api.spotify.com/v1/audio-analysis/1qmXkw1WhSvvIL5IqBnW82,249652,4,,,,https://p.scdn.co/mp3-preview/a99b3f942dbeab61bb926780d414427a66ea4aef?cid=f0967aa1c7064a36856282c85b3644a4,Kasr-ı Gülşen
47,0.396,0.158,3.0,-24.309,0,0.0734,0.993,0.738,0.115,0.537,134.614,audio_features,1s6QwBiqGcedNZnld0OIJV,spotify:track:1s6QwBiqGcedNZnld0OIJV,https://api.spotify.com/v1/tracks/1s6QwBiqGcedNZnld0OIJV,https://api.spotify.com/v1/audio-analysis/1s6QwBiqGcedNZnld0OIJV,198200,4,,,,https://p.scdn.co/mp3-preview/097def699f369d7d000327cf27ffcd9db4f6bac6?cid=f0967aa1c7064a36856282c85b3644a4,Un Lamento - Remasterizado
48,0.0663,0.0257,6.0,-31.134,0,0.0472,0.849,0.956,0.0709,0.0348,74.282,audio_features,1xGx91Ks3RQFqyam0Fdrky,spotify:track:1xGx91Ks3RQFqyam0Fdrky,https://api.spotify.com/v1/tracks/1xGx91Ks3RQFqyam0Fdrky,https://api.spotify.com/v1/audio-analysis/1xGx91Ks3RQFqyam0Fdrky,537733,5,,,,https://p.scdn.co/mp3-preview/1c540be561de541e10647654b1325a08e7c1ff56?cid=f0967aa1c7064a36856282c85b3644a4,"No. 14, Vocalise"
49,0.508,0.5,0.0,-7.805,1,0.0345,0.597,4.49e-06,0.254,0.275,127.969,audio_features,1zBcLIHAqpBlL8gAJ5Cxa7,spotify:track:1zBcLIHAqpBlL8gAJ5Cxa7,https://api.spotify.com/v1/tracks/1zBcLIHAqpBlL8gAJ5Cxa7,https://api.spotify.com/v1/audio-analysis/1zBcLIHAqpBlL8gAJ5Cxa7,124787,4,,,,https://p.scdn.co/mp3-preview/8668693ed07700cd2fc06af2568891976c652bb6?cid=f0967aa1c7064a36856282c85b3644a4,Yâ Râb Bu Uğursuz Gecenin Yok mu Sabahı -
